"[0.16657649175712755, 0.021157950811649805, 0.02792379309948474, 0.19215931392107724, 0.04772835159174861, 0.028420325988155727, 0.16794809287148293, 0.19767330362985727, 0.0119005183260913, 0.16789515998525678]","[0.016368998150630646, 0.5902893573030883, 0.4212957779945813, 0.5550632872043987]",109.04515748350676
"[0.11090566894275998, 0.05543507924582433, 0.043126897799754926, 0.1366678498449278, 0.022726259560188585, 0.05536502181841692, 0.1854592493189436, 0.10048111251918664, 0.01657782916967024, 0.14997355432152265]","[0.03742827626402868, 0.3392418580718657, 0.487418901015764, 0.5835866099059118]",112.63637575529235
"[0.15145764590381028, 0.02478525172731929, 0.020129405726489764, 0.19348118204831788, 0.03536915424307527, 0.039401172119207906, 0.12090192243224743, 0.18896457686885282, 0.016401161673229837, 0.14075079465921767]","[0.029412041239216327, 0.2482117155332406, 0.23962018460947906, 0.5565587408948084]",116.77981972499525
"[0.15346035230931918, 0.02909229744860972, 0.022590510873842715, 0.15581341631716164, 0.028310895130264295, 0.02902325236434963, 0.12221288704564394, 0.1468522420038908, 0.012044165598774064, 0.13688608885127787]","[0.02372323999543166, 0.4095055235187033, 0.43401497488698726, 0.48132796589126514]",121.95429423676846
"[0.11379140072156259, 0.04936856346398516, 0.03445635265161028, 0.10282197598386575, 0.03764939173627793, 0.04446965869590795, 0.15082740876451406, 0.17938539992611022, 0.014642953999925195, 0.11869503714284706]","[0.02440761215988137, 0.38100324490727455, 0.18808422334377303, 0.21984760618386887]",132.7243893957367
"[0.1079554334534985, 0.050177947280499624, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.1054707803441175, 0.1736230502214956, 0.016086349970316813, 0.12544145855833777]","[0.027905260172385378, 0.48205981207269644, 0.2095467592535051, 0.25886008920434744]",136.0447389828901
"[0.14382983764971902, 0.025846986619178274, 0.04110106364218784, 0.1184095730629542, 0.03332970346773014, 0.042202835786799606, 0.12696699788652865, 0.14957110828503925, 0.011341412852846377, 0.18878144492799404]","[0.0122446743391004, 0.14281631747672738, 0.29928065579683893, 0.2270934507689115]",138.52402385738438
"[0.18339600524108585, 0.03105415821084428, 0.03237353892220962, 0.13472061507370875, 0.04563762026348125, 0.054419690150487476, 0.13252361194695755, 0.14793801543691237, 0.014682178370161112, 0.16018644518028594]","[0.015248151636886004, 0.4785769893710097, 0.3822201353425615, 0.4242832752255379]",142.61300737505294
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.13389064286665875, 0.04806531940560173, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.11680898679349702]","[0.027682293755825614, 0.3439627386327866, 0.5257168525092091, 0.3292964679545546]",147.15252778285938
"[0.11238055409872366, 0.04899108239383211, 0.02196006135451126, 0.1517591855324633, 0.05281068937360732, 0.050966456128378426, 0.16714498727829402, 0.1962189719865402, 0.016495246763695383, 0.15887276669134442]","[0.01764368762783753, 0.1276256688339976, 0.3614103861017809, 0.43593979879961364]",150.10480659155263
"[0.1079554334534985, 0.050177947280499624, 0.02196006135451126, 0.1517591855324633, 0.057312406573433505, 0.050966456128378426, 0.1054707803441175, 0.1736230502214956, 0.016086349970316813, 0.12544145855833777]","[0.027905260172385378, 0.1276256688339976, 0.2095467592535051, 0.25886008920434744]",92.37537303599649
"[0.18339600524108585, 0.050177947280499624, 0.03237353892220962, 0.13472061507370875, 0.04563762026348125, 0.054419690150487476, 0.1054707803441175, 0.14793801543691237, 0.014682178370161112, 0.16018644518028594]","[0.027905260172385378, 0.48205981207269644, 0.2095467592535051, 0.4242832752255379]",105.50766759874861
"[0.18339600524108585, 0.025846986619178274, 0.03237353892220962, 0.1184095730629542, 0.04563762026348125, 0.042202835786799606, 0.12696699788652865, 0.14793801543691237, 0.014682178370161112, 0.16018644518028594]","[0.015248151636886004, 0.14281631747672738, 0.29928065579683893, 0.4242832752255379]",111.56317923755856
"[0.18339600524108585, 0.03105415821084428, 0.03237353892220962, 0.13472061507370875, 0.04563762026348125, 0.0562046448112762, 0.13252361194695755, 0.14793801543691237, 0.014682178370161112, 0.16018644518028594]","[0.015248151636886004, 0.4785769893710097, 0.5257168525092091, 0.4242832752255379]",114.69998566229445
"[0.18339600524108585, 0.04899108239383211, 0.02196006135451126, 0.1517591855324633, 0.04563762026348125, 0.050966456128378426, 0.16714498727829402, 0.14793801543691237, 0.016495246763695383, 0.16018644518028594]","[0.01764368762783753, 0.4785769893710097, 0.3822201353425615, 0.43593979879961364]",125.26256849543856
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.1517591855324633, 0.04806531940560173, 0.0562046448112762, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.11680898679349702]","[0.01764368762783753, 0.1276256688339976, 0.3614103861017809, 0.3292964679545546]",128.6225763186165
"[0.14812378918728483, 0.03211609717302704, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.5257168525092091, 0.3292964679545546]",139.79200366170366
"[0.14382983764971902, 0.025846986619178274, 0.04110106364218784, 0.1517591855324633, 0.05281068937360732, 0.042202835786799606, 0.16714498727829402, 0.14957110828503925, 0.011341412852846377, 0.18878144492799404]","[0.01764368762783753, 0.14281631747672738, 0.29928065579683893, 0.43593979879961364]",140.33306019499415
"[0.14812378918728483, 0.025846986619178274, 0.04110106364218784, 0.13389064286665875, 0.04806531940560173, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.18878144492799404]","[0.027682293755825614, 0.3439627386327866, 0.29928065579683893, 0.2270934507689115]",147.35982245897654
"[0.14382983764971902, 0.050177947280499624, 0.052289987892480155, 0.1184095730629542, 0.057312406573433505, 0.042202835786799606, 0.12696699788652865, 0.1736230502214956, 0.016086349970316813, 0.18878144492799404]","[0.027905260172385378, 0.48205981207269644, 0.29928065579683893, 0.25886008920434744]",165.93712067982906
"[0.14382983764971902, 0.03211609717302704, 0.04110106364218784, 0.1517591855324633, 0.04806531940560173, 0.0562046448112762, 0.16714498727829402, 0.14957110828503925, 0.011341412852846377, 0.11680898679349702]","[0.01764368762783753, 0.14281631747672738, 0.29928065579683893, 0.3292964679545546]",113.8203814768048
"[0.14382983764971902, 0.03211609717302704, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.12696699788652865, 0.1736230502214956, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",114.51160635844165
"[0.14382983764971902, 0.050177947280499624, 0.052289987892480155, 0.1184095730629542, 0.057312406573433505, 0.0562046448112762, 0.12696699788652865, 0.15798452872847518, 0.010467935489225911, 0.18878144492799404]","[0.027682293755825614, 0.3439627386327866, 0.29928065579683893, 0.2270934507689115]",122.40858195222137
"[0.14382983764971902, 0.025846986619178274, 0.04110106364218784, 0.1517591855324633, 0.04806531940560173, 0.0562046448112762, 0.16714498727829402, 0.15798452872847518, 0.011341412852846377, 0.18878144492799404]","[0.027682293755825614, 0.3439627386327866, 0.29928065579683893, 0.43593979879961364]",125.51560782685489
"[0.14382983764971902, 0.050177947280499624, 0.04110106364218784, 0.1184095730629542, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.14957110828503925, 0.016086349970316813, 0.18878144492799404]","[0.027905260172385378, 0.48205981207269644, 0.29928065579683893, 0.43593979879961364]",129.6789579050686
"[0.14812378918728483, 0.025846986619178274, 0.0452259514738704, 0.1517591855324633, 0.04806531940560173, 0.0562046448112762, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.11680898679349702]","[0.01764368762783753, 0.3439627386327866, 0.29928065579683893, 0.3292964679545546]",130.88856164764806
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.5257168525092091, 0.3292964679545546]",147.4465764198931
"[0.14382983764971902, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.15798452872847518, 0.011341412852846377, 0.12544145855833777]","[0.027682293755825614, 0.14281631747672738, 0.5257168525092091, 0.3292964679545546]",153.10402451723118
"[0.14812378918728483, 0.03211609717302704, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",154.01550773591623
"[0.14812378918728483, 0.03211609717302704, 0.052289987892480155, 0.1184095730629542, 0.057312406573433505, 0.042202835786799606, 0.12696699788652865, 0.1962189719865402, 0.016086349970316813, 0.11680898679349702]","[0.027905260172385378, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",162.72242893403896
"[0.14382983764971902, 0.03211609717302704, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.14281631747672738, 0.3614103861017809, 0.3292964679545546]",111.2624694641322
"[0.14382983764971902, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.04806531940560173, 0.05034311879461975, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.14281631747672738, 0.5257168525092091, 0.3292964679545546]",123.5082687632392
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.12696699788652865, 0.1962189719865402, 0.016086349970316813, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.5257168525092091, 0.3292964679545546]",135.00845506174187
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.5257168525092091, 0.3292964679545546]",141.35608738003776
"[0.14812378918728483, 0.03211609717302704, 0.052289987892480155, 0.1184095730629542, 0.057312406573433505, 0.05034311879461975, 0.12696699788652865, 0.1962189719865402, 0.016086349970316813, 0.11680898679349702]","[0.027905260172385378, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",142.58136918548425
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.011341412852846377, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.5257168525092091, 0.3292964679545546]",147.4465764198931
"[0.14382983764971902, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.016086349970316813, 0.11680898679349702]","[0.027905260172385378, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",149.52861647158986
"[0.14812378918728483, 0.025846986619178274, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",154.01550773591623
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.15443635280400816, 0.04806531940560173, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.29928065579683893, 0.3292964679545546]",155.27817272230692
"[0.14812378918728483, 0.025846986619178274, 0.0452259514738704, 0.1517591855324633, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.11680898679349702]","[0.01764368762783753, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",160.64179622210963
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.15443635280400816, 0.057312406573433505, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.5257168525092091, 0.3292964679545546]",145.25342452078866
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.18058618053835856, 0.15798452872847518, 0.011341412852846377, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.3614103861017809, 0.3292964679545546]",146.97498271213786
"[0.14382983764971902, 0.025846986619178274, 0.0452259514738704, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.016086349970316813, 0.11680898679349702]","[0.01764368762783753, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",148.06510624314143
"[0.14812378918728483, 0.025846986619178274, 0.0452259514738704, 0.1517591855324633, 0.057312406573433505, 0.0562046448112762, 0.16714498727829402, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.29928065579683893, 0.3292964679545546]",148.93618610037186
"[0.14812378918728483, 0.03211609717302704, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.027905260172385378, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",150.23181638034652
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.1517591855324633, 0.057312406573433505, 0.0562046448112762, 0.18058618053835856, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.3439627386327866, 0.5257168525092091, 0.3292964679545546]",151.15574182572738
"[0.14812378918728483, 0.025846986619178274, 0.052289987892480155, 0.1517591855324633, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",154.01550773591623
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.15798452872847518, 0.011341412852846377, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",154.83151080129784
"[0.14382983764971902, 0.03211609717302704, 0.0452259514738704, 0.15443635280400816, 0.04806531940560173, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.11680898679349702]","[0.027682293755825614, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",156.69967608230422
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",158.69902610544457
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.15443635280400816, 0.04806531940560173, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",128.08446867747895
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.1517591855324633, 0.04806531940560173, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.5257168525092091, 0.3292964679545546]",133.54818073654832
"[0.14812378918728483, 0.025846986619178274, 0.052289987892480155, 0.1517591855324633, 0.057312406573433505, 0.05034311879461975, 0.18058618053835856, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.48205981207269644, 0.5257168525092091, 0.3292964679545546]",137.65287527470144
"[0.14812378918728483, 0.025846986619178274, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.15798452872847518, 0.011341412852846377, 0.12544145855833777]","[0.01764368762783753, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",147.5658352348488
"[0.14382983764971902, 0.025846986619178274, 0.0452259514738704, 0.15443635280400816, 0.04806531940560173, 0.042202835786799606, 0.16714498727829402, 0.1962189719865402, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",152.41763971391194
"[0.14382983764971902, 0.03211609717302704, 0.0452259514738704, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.15798452872847518, 0.010467935489225911, 0.11680898679349702]","[0.027682293755825614, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",152.69206933474322
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.15443635280400816, 0.057312406573433505, 0.042202835786799606, 0.16714498727829402, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.3614103861017809, 0.3292964679545546]",154.83151080129784
"[0.14812378918728483, 0.03211609717302704, 0.0452259514738704, 0.1517591855324633, 0.057312406573433505, 0.0562046448112762, 0.18058618053835856, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.027682293755825614, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",157.97838126647898
"[0.14812378918728483, 0.025846986619178274, 0.052289987892480155, 0.15443635280400816, 0.057312406573433505, 0.05034311879461975, 0.16714498727829402, 0.15798452872847518, 0.010467935489225911, 0.12544145855833777]","[0.01764368762783753, 0.48205981207269644, 0.29928065579683893, 0.3292964679545546]",168.5305061572796
"[0.14812378918728483, 0.03211609717302704, 0.04110106364218784, 0.1517591855324633, 0.057312406573433505, 0.0562046448112762, 0.16714498727829402, 0.1962189719865402, 0.011341412852846377, 0.12544145855833777]","[0.027682293755825614, 0.3439627386327866, 0.3614103861017809, 0.3292964679545546]",169.15497217517282
